texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:
 @travelovers_12","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:
@daniele_ocphoto","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @dianyduron","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @rodrigoalser","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @_carvill","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @quintafenix","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @kikatrepacerros","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @_carvill","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @neidyberry","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @leorkevin","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @elchilaquero","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @viktoriamaibach","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @maga_gaga","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @leorkevin","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @gabypinkgm","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"?? By: @mexicoretro En 1968, un grupo de enfermeras retratadas afuera del Hospital Universitario de la UANL, en la ciudad de Monterrey, Nuevo León 
#monterrey #monterreynl #nuevoleon #mexico #visitmonterrey","by  en 1968 un grupo de enfermeras retratadas afuera del hospital universitario de la uanl en la ciudad de monterrey nuevo leon 
monterrey monterrey nl nuevo leon mexico visit monterrey",grupo enfermera retratada afuera hospital universitario uanl ciudad leon mexico visit monterrey,1,visit,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:  @salgato","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By: @travelizondo","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:@horchatapop","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:
@misael.hr","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by
hr",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
"?? @rosemcgowan @liveaquamonterrey 
#pridemonth #liveaquamonterrey #monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey",pride month live aqua monterrey monterrey monterrey nl nuevo leon mexico explorer visit monterrey,pride month live aqua leon mexico explorer visit monterrey,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1
"Visit Monterrey, México.
??
??
??
#monterrey #monterreynl #nuevoleon #mexico #Explorer #visitmonterrey #followme #ciudaddelasmontañas #Wanderlust #viajar #Traveling #monterreymexico #amomonterrey #travel #follow #Travelersnotebook #TravelPics #mty #nuevoleonmagico #travelgram
?? By:
@dji_spark_mty","visit monterrey mexico



monterrey monterrey nl nuevo leon mexico explorer visit monterrey follow me ciudad del as mont a as wanderlust via jar traveling monterrey mexico amo monterrey travel follow travelers notebook travel pic s m ty nuevo leon magic o travel gram
 by",explorer visit ciudad mont wanderlust via jar traveling mexico amo monterrey follow travelers notebook pic leon magic travel gram,0,travelers,MONTERREY_CORPUS_LIMPIO,post,NEU,NEUTRAL,0
